[1] 233 {index_type: FLAT, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 175.55337190592934 0.9999830000000002 233
[10] 2597 {index_type: IVF_SQ8, nlist: 6981, nprobe: 69, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 508, dataCoord*segment*sealProportion: 0.25, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5231, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1066} 726.2436984737776 0.7973560000000001 304
[11] 2857 {index_type: IVF_PQ, nlist: 5223, nprobe: 52, m: 5, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1075, dataCoord*segment*sealProportion: 0.89, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 13002, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2721} 845.4030556071717 0.23503200000000002 260
[12] 3140 {index_type: HNSW, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 3144, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 39878, dataNode*segment*insertBufSize: 1196127147, rootCoord*minSegmentSizeToEnableIndex: 7050} 201.73172535125232 0.994057 282
[13] 3677 {index_type: SCANN, nlist: 9410, nprobe: 94, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 144} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1810} 55.08899228922456 0.8287690000000001 536
[14] 3935 {index_type: AUTOINDEX, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1039, dataCoord*segment*sealProportion: 0.3, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 9055, dataNode*segment*insertBufSize: 5517410488, rootCoord*minSegmentSizeToEnableIndex: 100} 835.1989572642038 0.7616869999999999 258
[15] 44660 {index_type: FLAT, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.27, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 69095, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 10000} 43.99696205594813 0.23503200000000002 40724
[16] 45128 {index_type: IVF_FLAT, nlist: 5384, nprobe: 53, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.99, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 127} 49.3962327850081 0.7897860000000001 468
[17] 45426 {index_type: IVF_FLAT, nlist: 4410, nprobe: 44, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1924, dataCoord*segment*sealProportion: 0.55, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 35259, dataNode*segment*insertBufSize: 994373938, rootCoord*minSegmentSizeToEnableIndex: 2427} 869.4375968819961 0.763075 297
[18] 45677 {index_type: IVF_SQ8, nlist: 3063, nprobe: 30, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 4174, dataCoord*segment*sealProportion: 0.53, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 29903, dataNode*segment*insertBufSize: 903911531, rootCoord*minSegmentSizeToEnableIndex: 3063} 584.3222665293522 0.7451390000000001 250
[19] 45944 {index_type: IVF_PQ, nlist: 4289, nprobe: 42, m: 10, nbits: 7, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1554, dataCoord*segment*sealProportion: 0.53, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 31678, dataNode*segment*insertBufSize: 1033679398, rootCoord*minSegmentSizeToEnableIndex: 4603} 781.8999045094371 0.31373700000000004 266
[20] 46226 {index_type: HNSW, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1809, dataCoord*segment*sealProportion: 0.38, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 55248, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 2387} 692.8189424431858 0.923693 282
[21] 46520 {index_type: SCANN, nlist: 8594, nprobe: 343, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 511} {dataCoord*segment*maxSize: 1967, dataCoord*segment*sealProportion: 0.4, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 57083, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 1048} 792.1713207244704 0.854798 293
[22] 46795 {index_type: AUTOINDEX, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1678, dataCoord*segment*sealProportion: 0.48, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 23328, dataNode*segment*insertBufSize: 6199655316, rootCoord*minSegmentSizeToEnableIndex: 2649} 886.6776429246663 0.7043889999999999 275
[23] 47036 {index_type: IVF_FLAT, nlist: 3342, nprobe: 33, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1590, dataCoord*segment*sealProportion: 0.54, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 23124, dataNode*segment*insertBufSize: 264271707, rootCoord*minSegmentSizeToEnableIndex: 2645} 791.233795571815 0.751132 240
[24] 47289 {index_type: IVF_SQ8, nlist: 4576, nprobe: 45, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1518, dataCoord*segment*sealProportion: 0.42, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 24394, dataNode*segment*insertBufSize: 181835772, rootCoord*minSegmentSizeToEnableIndex: 2339} 627.8379679767856 0.760401 253
[25] 47517 {index_type: IVF_PQ, nlist: 1073, nprobe: 10, m: 10, nbits: 7, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1519, dataCoord*segment*sealProportion: 0.48, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 30075, dataNode*segment*insertBufSize: 6501270882, rootCoord*minSegmentSizeToEnableIndex: 2904} 793.2260735291613 0.27574299999999996 227
[26] 47823 {index_type: HNSW, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 255, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1581, dataCoord*segment*sealProportion: 0.49, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 22636, dataNode*segment*insertBufSize: 844740293, rootCoord*minSegmentSizeToEnableIndex: 2818} 694.4116822480364 0.923467 306
[27] 48109 {index_type: IVF_SQ8, nlist: 5301, nprobe: 265, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1677, dataCoord*segment*sealProportion: 0.49, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 53514, dataNode*segment*insertBufSize: 4124996951, rootCoord*minSegmentSizeToEnableIndex: 3120} 472.7761213743097 0.910768 285
[28] 48372 {index_type: IVF_PQ, nlist: 4097, nprobe: 40, m: 10, nbits: 7, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1004, dataCoord*segment*sealProportion: 0.54, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 52081, dataNode*segment*insertBufSize: 3986164634, rootCoord*minSegmentSizeToEnableIndex: 2311} 806.212582705217 0.31231800000000004 263
[29] 48702 {index_type: HNSW, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 499, reorder_k: 500} {dataCoord*segment*maxSize: 4527, dataCoord*segment*sealProportion: 0.58, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 56806, dataNode*segment*insertBufSize: 1356414228, rootCoord*minSegmentSizeToEnableIndex: 2530} 722.0160736023971 0.923624 329
[30] 48927 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 532} {dataCoord*segment*maxSize: 1771, dataCoord*segment*sealProportion: 0.11, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 80109, dataNode*segment*insertBufSize: 2484203881, rootCoord*minSegmentSizeToEnableIndex: 2674} 667.29428946539 0.9781689999999998 225
[31] 49181 {index_type: AUTOINDEX, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 1874, dataCoord*segment*sealProportion: 0.14, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 78734, dataNode*segment*insertBufSize: 3204023623, rootCoord*minSegmentSizeToEnableIndex: 4419} 846.799801384041 0.76668 253
[32] 49443 {index_type: IVF_SQ8, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 644, dataCoord*segment*sealProportion: 0.07, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 7078, dataNode*segment*insertBufSize: 3538426806, rootCoord*minSegmentSizeToEnableIndex: 2511} 167.65631258751537 0.9837160000000001 262
[1] 265 {index_type: FLAT, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 160.447232111427 0.9999819999999999 265
[2] 472 {index_type: IVF_FLAT, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 579.7345912100424 0.850216 206
[3] 681 {index_type: IVF_SQ8, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 459.74417226591953 0.844161 209
[4] 890 {index_type: IVF_PQ, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 864.8850449431894 0.265845 208
[5] 1136 {index_type: HNSW, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 661.5450037269001 0.9791620000000001 245
[6] 1377 {index_type: SCANN, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 884.2148588815329 0.845176 240
[7] 1603 {index_type: AUTOINDEX, nlist: 128, nprobe: 10, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 512, dataCoord*segment*sealProportion: 0.23, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 5000, dataNode*segment*insertBufSize: 16777216, rootCoord*minSegmentSizeToEnableIndex: 1024} 883.2520283045852 0.820837 226
[8] 1881 {index_type: FLAT, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 10000, dataCoord*segment*sealProportion: 0.99, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 100000, dataNode*segment*insertBufSize: 10000000000, rootCoord*minSegmentSizeToEnableIndex: 10000} 146.39342033618726 1.0 277
[9] 2386 {index_type: IVF_FLAT, nlist: 2261, nprobe: 1243, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 100, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 100, dataNode*segment*insertBufSize: 1000, rootCoord*minSegmentSizeToEnableIndex: 100} 39.79856875157955 0.9988600000000001 504
[10] 2625 {index_type: IVF_SQ8, nlist: 2375, nprobe: 71, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 249, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 1641, dataNode*segment*insertBufSize: 144784523, rootCoord*minSegmentSizeToEnableIndex: 218} 898.8665844288591 0.8989520000000001 239
[11] 2893 {index_type: IVF_PQ, nlist: 9293, nprobe: 92, m: 5, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 2711, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 25295, dataNode*segment*insertBufSize: 3241081019, rootCoord*minSegmentSizeToEnableIndex: 1602} 853.7686791162087 0.222575 268
[12] 3202 {index_type: HNSW, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 31, efConstruction: 255, ef: 499, reorder_k: 500} {dataCoord*segment*maxSize: 4022, dataCoord*segment*sealProportion: 0.24, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 40482, dataNode*segment*insertBufSize: 5870349820, rootCoord*minSegmentSizeToEnableIndex: 5137} 721.9960403213339 0.921316 309
[13] 3436 {index_type: SCANN, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 499} {dataCoord*segment*maxSize: 8290, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 73430, dataNode*segment*insertBufSize: 6696930261, rootCoord*minSegmentSizeToEnableIndex: 3242} 741.0206114360017 0.9950680000000001 233
[14] 3906 {index_type: AUTOINDEX, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 7383, dataCoord*segment*sealProportion: 0.61, queryCoord*autoHandoff: False, queryCoord*autoBalance: False, common*gracefulTime: 100, dataNode*segment*insertBufSize: 1029608699, rootCoord*minSegmentSizeToEnableIndex: 3782} 48.87563872860072 0.704026 469
[15] 4157 {index_type: FLAT, nlist: 128, nprobe: 8, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 3508, dataCoord*segment*sealProportion: 0.09, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 65965, dataNode*segment*insertBufSize: 7273369704, rootCoord*minSegmentSizeToEnableIndex: 4211} 166.4826736396009 0.999991 251
[16] 4462 {index_type: IVF_FLAT, nlist: 1, nprobe: 1, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 423, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 28913, dataNode*segment*insertBufSize: 5528211444, rootCoord*minSegmentSizeToEnableIndex: 4152} 119.81956319789994 0.999978 304
[17] 4752 {index_type: IVF_FLAT, nlist: 4853, nprobe: 194, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 4351, dataCoord*segment*sealProportion: 0.01, queryCoord*autoHandoff: True, queryCoord*autoBalance: True, common*gracefulTime: 59920, dataNode*segment*insertBufSize: 5956470774, rootCoord*minSegmentSizeToEnableIndex: 2336} 638.3711621723552 0.9160520000000001 290
[18] 5098 {index_type: IVF_SQ8, nlist: 9598, nprobe: 959, m: 10, nbits: 8, M: 32, efConstruction: 256, ef: 500, reorder_k: 500} {dataCoord*segment*maxSize: 3672, dataCoord*segment*sealProportion: 0.48, queryCoord*autoHandoff: True, queryCoord*autoBalance: False, common*gracefulTime: 65295, dataNode*segment*insertBufSize: 5406870109, rootCoord*minSegmentSizeToEnableIndex: 2804} 337.81566632199133 0.956327 345
